geneCluster	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GC00001855	335284.Pcryo_0944	4.9e-144	515.8			K20074		bactNOG[38]	07JGA@bactNOG,0R8CI@gproNOG,0Y6SD@NOG,18C87@proNOG	NA|NA|NA	T	PP2Cc
GC00001856	1002339.HMPREF9373_0844	2.1e-33	146.7					bactNOG[38]	06BJ2@bactNOG,0R5KM@gproNOG,0Y2AU@NOG,17U0S@proNOG	NA|NA|NA		
GC00001857_2	1027292.HMPREF9372_1554	4.1e-191	672.5	ACUC				bactNOG[38]	04YSI@bacNOG,05DGU@bactNOG,0NFPB@firmNOG,COG0123@NOG	NA|NA|NA	B, Q	histone deacetylase
GC00001857_3	270374.MELB17_21575	6.4e-154	548.9	APHA2	GO:0003674,GO:0003824,GO:0006576,GO:0006595,GO:0006598,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009308,GO:0009310,GO:0009987,GO:0016787,GO:0034641,GO:0042402,GO:0044106,GO:0044237,GO:0071704,GO:1901564,GO:1901565,GO:1901575			NOG[107]	COG0123@NOG	NA|NA|NA	B, Q	Histone deacetylase
GC00001858	722419.PH505_aw00170	4e-103	379.4	YNJF	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K00995		bactNOG[38]	08T9J@bactNOG,0QNR4@gproNOG,178WX@proNOG,COG0558@NOG	NA|NA|NA	I	CDP-alcohol phosphatidyltransferase
GC00001859	457429.SSDG_07077	9.8e-53	212.6			K01046		bactNOG[38]	00D7T@actNOG,05DF4@bactNOG,0XPVC@NOG	NA|NA|NA	S	Triacylglycerol lipase (EC 3.1.1.3)
GC00001860_1	177437.HRM2_49010	3e-133	480.7			K12132		bactNOG[38]	08RIZ@bactNOG,COG0515@NOG	NA|NA|NA	T	Serine Threonine protein kinase
GC00001860_2	694427.Palpr_0900	2.8e-107	394.0	PKNA		K08282,K08884,K11890,K12132		bactNOG[38]	056U5@bacteNOG,07QY3@bactNOG,09DYQ@bctoNOG,COG0515@NOG	NA|NA|NA	T	serine threonine protein kinase
GC00001860_3	377629.TERTU_4161	8.9e-129	466.1			K01090,K20074		bactNOG[38]	07SGC@bactNOG,0QI0U@gproNOG,16S8Y@proNOG,COG0515@NOG,COG0631@NOG	NA|NA|NA	T	serine (threonine) protein kinase
GC00001860_4	335284.Pcryo_1321	4.7e-291	1005.4	PKNB		K00870,K04373,K08884,K10819,K12132		bactNOG[38]	07QPV@bactNOG,17B4Q@proNOG,COG0515@NOG	NA|NA|NA	T	serine threonine protein kinase
GC00001861_1	575584.HMPREF0010_03336	5.3e-34	148.3			K07733		bactNOG[38]	05NIZ@bactNOG,0QWJT@gproNOG,11VFW@NOG,17GHN@proNOG	NA|NA|NA	K	Phage transcriptional regulator
GC00001861_2	159087.Daro_2566	2.4e-09	67.0					bactNOG[38]	07JQF@bactNOG,0BGPV@bproNOG,0ZPJA@NOG,17TQF@proNOG	NA|NA|NA	K	prophage CP4-57 regulatory
GC00001861_4	232721.Ajs_1562	1.8e-07	60.5					bactNOG[38]	07JQF@bactNOG,0BGPV@bproNOG,0ZPJA@NOG,17TQF@proNOG	NA|NA|NA	K	prophage CP4-57 regulatory
GC00001863	31234.CRE05354	2.6e-174	616.7	URTC		K11961		NOG[107]	COG4177@NOG	NA|NA|NA	E	(ABC) transporter
GC00001864	316273.XCV0549	2.2e-121	442.2	YNBC				bactNOG[38]	05E8V@bactNOG,0QNIA@gproNOG,16TAX@proNOG,COG2267@NOG	NA|NA|NA	I	hydrolase
GC00001865_1	546266.NEIMUCOT_05694	5.8e-223	779.2	YQIK	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944	K07192		bactNOG[38]	07S78@bactNOG,0BAX8@bproNOG,16PD4@proNOG,COG2268@NOG	NA|NA|NA	S	Spfh domain band 7 family protein
GC00001865_2	203122.Sde_3477	1.3e-240	837.8	YQIK	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944	K07192		bactNOG[38]	07S78@bactNOG,0QM6Y@gproNOG,16PD4@proNOG,COG2268@NOG	NA|NA|NA	S	Band 7 protein
GC00001866_1	1002339.HMPREF9373_2417	6.5e-17	91.7	BMUL_2420				bactNOG[38]	06B2U@bactNOG,0QYGT@gproNOG,0Y4W5@NOG,17TEP@proNOG	NA|NA|NA	S	Uncharacterized conserved protein (DUF2164)
GC00001866_r1_1	1002339.HMPREF9373_2417	6.3e-28	128.3	BMUL_2420				bactNOG[38]	06B2U@bactNOG,0QYGT@gproNOG,0Y4W5@NOG,17TEP@proNOG	NA|NA|NA	S	Uncharacterized conserved protein (DUF2164)
GC00001867	259536.Psyc_1155	9e-149	531.6	MTNP		K00772,K03783,K03815,K19696	MTAP	bactNOG[38]	07RHB@bactNOG,0QJKB@gproNOG,16QX2@proNOG,COG0005@NOG	NA|NA|NA	F	Catalyzes the reversible phosphorylation of S-methyl-5'- thioinosine (MTI) to hypoxanthine and 5-methylthioribose-1- phosphate. Involved in the breakdown of S-methyl-5'-thioadenosine (MTA), a major by-product of polyamine biosynthesis. Catabolism of (MTA) occurs via deamination to MTI and phosphorolysis to hypoxanthine (By similarity)
GC00001868	335284.Pcryo_0976	1.5e-200	704.1	YNJB	GO:0003674,GO:0003824,GO:0005215,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02055,K05777		bactNOG[38]	05VNH@bactNOG,0QJR4@gproNOG,16QZQ@proNOG,COG4134@NOG	NA|NA|NA	S	(ABC) transporter
GC00001869	335284.Pcryo_1025	1.4e-241	840.5	GNTP	GO:0006810,GO:0008150,GO:0051179,GO:0051234	K03299		bactNOG[38]	05C6Z@bactNOG,0QJY8@gproNOG,16QZT@proNOG,COG2610@NOG	NA|NA|NA	P	Gluconate transporter
GC00001870_1	1002339.HMPREF9373_0010	4.6e-95	353.6					bactNOG[38]	08S9M@bactNOG,0R4CI@gproNOG,11GYE@NOG,175MG@proNOG	NA|NA|NA		
GC00001870_2	1002339.HMPREF9373_0010	2.8e-100	370.9					bactNOG[38]	08S9M@bactNOG,0R4CI@gproNOG,11GYE@NOG,175MG@proNOG	NA|NA|NA		
GC00001870_3	1002339.HMPREF9373_0010	1.4e-110	405.2					bactNOG[38]	08S9M@bactNOG,0R4CI@gproNOG,11GYE@NOG,175MG@proNOG	NA|NA|NA		
GC00001870_r1_1	1002339.HMPREF9373_0010	5.3e-117	426.4					bactNOG[38]	08S9M@bactNOG,0R4CI@gproNOG,11GYE@NOG,175MG@proNOG	NA|NA|NA		
GC00001870_r1_r1_1	1002339.HMPREF9373_0010	5.1e-131	473.0					bactNOG[38]	08S9M@bactNOG,0R4CI@gproNOG,11GYE@NOG,175MG@proNOG	NA|NA|NA		
GC00001871_2	156889.Mmc1_3051	1.2e-17	96.3	MDCH				bactNOG[38]	08SNI@bactNOG,11HDP@NOG,17932@proNOG	NA|NA|NA	K	TRANSCRIPTIONal
GC00001872_1	641147.HMPREF9021_00234	7.1e-53	213.4					bactNOG[38]	08Y99@bactNOG,0BNW6@bproNOG,11MSP@NOG,185EC@proNOG	NA|NA|NA	S	Patatin-like phospholipase
GC00001872_2	641147.HMPREF9021_00234	1.4e-49	202.6					bactNOG[38]	08Y99@bactNOG,0BNW6@bproNOG,11MSP@NOG,185EC@proNOG	NA|NA|NA	S	Patatin-like phospholipase
GC00001872_r1_1	641147.HMPREF9021_00234	2.4e-43	181.8					bactNOG[38]	08Y99@bactNOG,0BNW6@bproNOG,11MSP@NOG,185EC@proNOG	NA|NA|NA	S	Patatin-like phospholipase
GC00001872_r1_r1_1	641147.HMPREF9021_00234	2.6e-50	204.9					bactNOG[38]	08Y99@bactNOG,0BNW6@bproNOG,11MSP@NOG,185EC@proNOG	NA|NA|NA	S	Patatin-like phospholipase
GC00001873_1	349106.PsycPRwf_0018	9.1e-32	143.3	Y1129				bactNOG[38]	05MF8@bactNOG,0QTVI@gproNOG,17FRJ@proNOG,COG4929@NOG	NA|NA|NA	S	membrAne
GC00001873_2	1002339.HMPREF9373_1367	1.3e-75	288.9	PROP11				bactNOG[38]	05RJH@bactNOG,0QV37@gproNOG,17IM0@proNOG,COG4984@NOG	NA|NA|NA	S	membrAne
GC00001873_3	1002339.HMPREF9373_1367	7.4e-71	273.1	PROP11				bactNOG[38]	05RJH@bactNOG,0QV37@gproNOG,17IM0@proNOG,COG4984@NOG	NA|NA|NA	S	membrAne
GC00001874	575587.HMPREF0026_02956	1.4e-58	230.7	YEAR				bactNOG[38]	08YS1@bactNOG,0QSEC@gproNOG,17BXP@proNOG,COG3615@NOG	NA|NA|NA	P	cytoplasmic protein
GC00001875	675813.VIB_002786	2.5e-87	327.0					bactNOG[38]	07V5T@bactNOG,0QHQ6@gproNOG,11PD0@NOG,1763J@proNOG	NA|NA|NA	S	Histidine kinase
GC00001876_1	411461.DORFOR_03316	2.5e-42	178.3					bactNOG[38]	08241@bactNOG,0EY5B@cloNOG,0NR42@firmNOG,COG0438@NOG	NA|NA|NA	M	Glycosyl transferases group 1
GC00001876_2	338963.Pcar_1798	1.3e-38	166.0					bactNOG[38]	07X5T@bactNOG,0GCU8@delNOG,0HDT8@dproNOG,177EU@proNOG,COG0438@NOG	NA|NA|NA	M	glycosyl transferase group 1
GC00001876_3	236097.ADG881_2660	1.2e-55	222.6					bactNOG[38]	08M30@bactNOG,0QTHA@gproNOG,1794P@proNOG,COG0438@NOG	NA|NA|NA	M	Glycosyl transferase group 1
GC00001876_4	259536.Psyc_0670	2.6e-185	653.3	WBPU	GO:0000271,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0016051,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044710,GO:0044723,GO:0071704,GO:1901135,GO:1901137,GO:1901576			bactNOG[38]	05CGN@bactNOG,0QM0Y@gproNOG,0XNZB@NOG,16RCH@proNOG	NA|NA|NA	M	glycosyl transferase group 1
GC00001876_r1_1_p1	335284.Pcryo_0635	6e-166	589.0	PGLA		K13004		bactNOG[38]	05CGN@bactNOG,0QM0Y@gproNOG,0XNZB@NOG,16RCH@proNOG	NA|NA|NA	M	glycosyl transferase group 1
GC00001876_r1_1_p2	575586.HMPREF0016_02782	1.7e-147	527.7	PGLA		K13004		bactNOG[38]	05CGN@bactNOG,0QM0Y@gproNOG,0XNZB@NOG,16RCH@proNOG	NA|NA|NA	M	glycosyl transferase group 1
GC00001877	335284.Pcryo_0639	1e-258	897.5	WZI				bactNOG[38]	08MRJ@bactNOG,0QMKN@gproNOG,10BMM@NOG,176A2@proNOG	NA|NA|NA		
GC00001878	321955.BlinB_010200015307	2.6e-12	77.8	SCLAV_2124				bactNOG[38]	00GR4@actNOG,08WZ1@bactNOG,COG0791@NOG,COG5479@NOG	NA|NA|NA	M	N-acetylmuramoyl-L-alanine amidase
GC00001879_1	694427.Palpr_0952	4e-64	250.0					bactNOG[38]	05AXG@bacteNOG,07YND@bactNOG,09GU2@bctoNOG,COG2120@NOG	NA|NA|NA	S	GlcNAc-PI de-N-acetylase
GC00001879_2	259536.Psyc_0661	6.6e-64	249.2	Y0054		K16515		bactNOG[38]	07QN7@bactNOG,0QSCC@gproNOG,16S93@proNOG,COG2120@NOG	NA|NA|NA	S	GlcNAc-PI de-N-acetylase
GC00001879_3	259536.Psyc_0661	3.1e-109	399.8	Y0054		K16515		bactNOG[38]	07QN7@bactNOG,0QSCC@gproNOG,16S93@proNOG,COG2120@NOG	NA|NA|NA	S	GlcNAc-PI de-N-acetylase
GC00001879_4	335284.Pcryo_1800	4.3e-140	502.7					bactNOG[38]	08XAP@bactNOG,0QZPC@gproNOG,17BD0@proNOG,COG2120@NOG	NA|NA|NA	S	GlcNAc-PI de-N-acetylase
GC00001880	203122.Sde_3478	4.6e-33	146.7					bactNOG[38]	05H9M@bactNOG,0QTGF@gproNOG,11QSC@NOG,17EV0@proNOG	NA|NA|NA		
GC00001881_1	1002339.HMPREF9373_0012	7.9e-152	542.7	NDVB		K00694,K01210		bactNOG[38]	07QZ7@bactNOG,0QNIC@gproNOG,16Q3R@proNOG,COG1215@NOG	NA|NA|NA	M	glycosyl transferase family
GC00001881_2	1002339.HMPREF9373_0012	7.7e-102	376.7	NDVB		K00694,K01210		bactNOG[38]	07QZ7@bactNOG,0QNIC@gproNOG,16Q3R@proNOG,COG1215@NOG	NA|NA|NA	M	glycosyl transferase family
GC00001881_3	1002339.HMPREF9373_0012	1e-143	515.8	NDVB		K00694,K01210		bactNOG[38]	07QZ7@bactNOG,0QNIC@gproNOG,16Q3R@proNOG,COG1215@NOG	NA|NA|NA	M	glycosyl transferase family
GC00001881_4	1002339.HMPREF9373_0012	2e-138	498.0	NDVB		K00694,K01210		bactNOG[38]	07QZ7@bactNOG,0QNIC@gproNOG,16Q3R@proNOG,COG1215@NOG	NA|NA|NA	M	glycosyl transferase family
GC00001881_5	1002339.HMPREF9373_0012	1.6e-143	515.0	NDVB		K00694,K01210		bactNOG[38]	07QZ7@bactNOG,0QNIC@gproNOG,16Q3R@proNOG,COG1215@NOG	NA|NA|NA	M	glycosyl transferase family
GC00001881_r1_1	1002339.HMPREF9373_0012	3.8e-171	606.7	NDVB		K00694,K01210		bactNOG[38]	07QZ7@bactNOG,0QNIC@gproNOG,16Q3R@proNOG,COG1215@NOG	NA|NA|NA	M	glycosyl transferase family
GC00001882	335284.Pcryo_2448	0.0	1323.9	PVDQ	GO:0002048,GO:0002049,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009237,GO:0009987,GO:0016787,GO:0019184,GO:0019290,GO:0019748,GO:0034641,GO:0042597,GO:0043043,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0044550,GO:0044710,GO:0044711,GO:0051186,GO:0051188,GO:0071704,GO:1901564,GO:1901566,GO:1901576	K07116		bactNOG[38]	07SQI@bactNOG,0QJB5@gproNOG,16URZ@proNOG,COG2366@NOG	NA|NA|NA	S	Penicillin amidase
GC00001883_1	1002339.HMPREF9373_2328	2.1e-115	420.2	FRP		K10679	FLDO	bactNOG[38]	08RCM@bactNOG,0QNDK@gproNOG,17AMY@proNOG,COG0778@NOG	NA|NA|NA	C	Nitroreductase
GC00001883_2	1002339.HMPREF9373_1300	1.5e-76	291.2	NFNB	GO:0003674,GO:0003824,GO:0004155,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016645,GO:0016646,GO:0016651,GO:0016657,GO:0018545,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0055114	K10679	DHPR	bactNOG[38]	08RCM@bactNOG,0QNDK@gproNOG,17AMY@proNOG,COG0778@NOG	NA|NA|NA	C	Nitroreductase
GC00001884	259536.Psyc_1157	9.4e-84	315.1			K09931		bactNOG[38]	05M6B@bactNOG,0QUD1@gproNOG,17G73@proNOG,COG3222@NOG	NA|NA|NA	S	Uncharacterized protein conserved in bacteria (DUF2064)
GC00001885_1	1002339.HMPREF9373_1264	8e-67	258.1	YHAH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			bactNOG[38]	05KAF@bactNOG,0QW46@gproNOG,17FP6@proNOG,COG3152@NOG	NA|NA|NA	S	membrAne
GC00001885_2	575588.HMPREF0017_02567	2.2e-35	154.5	YHAH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			bactNOG[38]	05KAF@bactNOG,0QW46@gproNOG,17FP6@proNOG,COG3152@NOG	NA|NA|NA	S	membrAne
GC00001885_3	575588.HMPREF0017_02675	1.3e-33	148.7	YHAH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			bactNOG[38]	05KAF@bactNOG,0QW46@gproNOG,17FP6@proNOG,COG3152@NOG	NA|NA|NA	S	membrAne
GC00001885_r1_1	1002339.HMPREF9373_2221	2.8e-31	140.2	YHAH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			bactNOG[38]	05KAF@bactNOG,0QREX@gproNOG,17FP6@proNOG,COG3152@NOG	NA|NA|NA	S	Inner membrane protein YhaH
GC00001886	722419.PH505_aw00190	1.4e-273	947.2	YNJC	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02054,K05778		bactNOG[38]	05CXZ@bactNOG,0QM2B@gproNOG,16QEG@proNOG,COG4135@NOG	NA|NA|NA	S	abc transporter permease protein
GC00001887	1002339.HMPREF9373_0159	5.1e-105	386.0	OCAR_5506		K07395		bactNOG[38]	05E00@bactNOG,0QMJB@gproNOG,16R0Q@proNOG,COG3484@NOG	NA|NA|NA	O	20S proteasome, A and B subunits
GC00001888	553217.ENHAE0001_0119	1.1e-117	428.7			K04771		bactNOG[38]	08ZXR@bactNOG,0QP2D@gproNOG,17D0U@proNOG,COG0265@NOG	NA|NA|NA	O	peptidase S1
GC00001889_1	335284.Pcryo_1803	9.9e-26	121.3	OTSB	GO:0000287,GO:0003674,GO:0003824,GO:0004805,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0009058,GO:0009266,GO:0009311,GO:0009312,GO:0009409,GO:0009628,GO:0009987,GO:0016020,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0030312,GO:0033554,GO:0034637,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044464,GO:0044699,GO:0044723,GO:0044763,GO:0046351,GO:0046872,GO:0050896,GO:0051716,GO:0070413,GO:0070415,GO:0070417,GO:0071704,GO:0071944,GO:1901576	K01087,K01194	PPAKr,TRE6PP	bactNOG[38]	08K4C@bactNOG,0QITQ@gproNOG,174TX@proNOG,COG1877@NOG	NA|NA|NA	G	Trehalose-6-phosphate phosphatase
GC00001889_r1_1	335284.Pcryo_1803	9.9e-45	185.3	OTSB	GO:0000287,GO:0003674,GO:0003824,GO:0004805,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0009058,GO:0009266,GO:0009311,GO:0009312,GO:0009409,GO:0009628,GO:0009987,GO:0016020,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0030312,GO:0033554,GO:0034637,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044464,GO:0044699,GO:0044723,GO:0044763,GO:0046351,GO:0046872,GO:0050896,GO:0051716,GO:0070413,GO:0070415,GO:0070417,GO:0071704,GO:0071944,GO:1901576	K01087,K01194	PPAKr,TRE6PP	bactNOG[38]	08K4C@bactNOG,0QITQ@gproNOG,174TX@proNOG,COG1877@NOG	NA|NA|NA	G	Trehalose-6-phosphate phosphatase
GC00001889_r1_2	335284.Pcryo_1803	3.1e-75	287.3	OTSB	GO:0000287,GO:0003674,GO:0003824,GO:0004805,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0009058,GO:0009266,GO:0009311,GO:0009312,GO:0009409,GO:0009628,GO:0009987,GO:0016020,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0030312,GO:0033554,GO:0034637,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044464,GO:0044699,GO:0044723,GO:0044763,GO:0046351,GO:0046872,GO:0050896,GO:0051716,GO:0070413,GO:0070415,GO:0070417,GO:0071704,GO:0071944,GO:1901576	K01087,K01194	PPAKr,TRE6PP	bactNOG[38]	08K4C@bactNOG,0QITQ@gproNOG,174TX@proNOG,COG1877@NOG	NA|NA|NA	G	Trehalose-6-phosphate phosphatase
GC00001889_r1_r1_1	335284.Pcryo_1803	1.2e-126	458.0	OTSB	GO:0000287,GO:0003674,GO:0003824,GO:0004805,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0009058,GO:0009266,GO:0009311,GO:0009312,GO:0009409,GO:0009628,GO:0009987,GO:0016020,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0030312,GO:0033554,GO:0034637,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044464,GO:0044699,GO:0044723,GO:0044763,GO:0046351,GO:0046872,GO:0050896,GO:0051716,GO:0070413,GO:0070415,GO:0070417,GO:0071704,GO:0071944,GO:1901576	K01087,K01194	PPAKr,TRE6PP	bactNOG[38]	08K4C@bactNOG,0QITQ@gproNOG,174TX@proNOG,COG1877@NOG	NA|NA|NA	G	Trehalose-6-phosphate phosphatase
GC00001890_1	314275.MADE_1005575	2.3e-191	673.3					bactNOG[38]	08WK3@bactNOG,0R937@gproNOG,0ZWG8@NOG,16W5C@proNOG	NA|NA|NA	S	Plasmid replication region DNA-binding N-term
GC00001890_2	232721.Ajs_4307	5.5e-35	153.7					bactNOG[38]	06CY2@bactNOG,0Y4NI@NOG,17UV8@proNOG	NA|NA|NA		
GC00001891	553217.ENHAE0001_2074	4.3e-134	482.6	IL0632				bactNOG[38]	05D04@bactNOG,0QIPR@gproNOG,16QGY@proNOG,COG1230@NOG	NA|NA|NA	P	efflux system
GC00001892_2	679926.Mpet_1013	2.6e-72	278.1		GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0008150,GO:0010466,GO:0010951,GO:0019222,GO:0030162,GO:0030234,GO:0030414,GO:0043086,GO:0044092,GO:0050789,GO:0050790,GO:0051246,GO:0051336,GO:0051346,GO:0052547,GO:0052548,GO:0060255,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0080090	K13963		arNOG[11]	0KSIC@eurNOG,0WNGS@methaNOG,COG4826@NOG,arCOG04933@arNOG	NA|NA|NA	O	proteinase inhibitor I4 serpin
GC00001892_3	188937.MA3388	5.2e-76	290.4		GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0008150,GO:0010466,GO:0010951,GO:0019222,GO:0030162,GO:0030234,GO:0030414,GO:0043086,GO:0044092,GO:0050789,GO:0050790,GO:0051246,GO:0051336,GO:0051346,GO:0052547,GO:0052548,GO:0060255,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0080090	K13963		arNOG[11]	COG4826@NOG,arCOG04933@arNOG	NA|NA|NA	O	proteinase inhibitor I4 serpin
GC00001894_1	1002339.HMPREF9373_0009	3.9e-102	376.7					bactNOG[38]	08UN2@bactNOG,0QVPY@gproNOG,0YAUF@NOG,177UB@proNOG	NA|NA|NA	M	glycosyl transferase family 2
GC00001894_2	1002339.HMPREF9373_0009	7.1e-115	419.1					bactNOG[38]	08UN2@bactNOG,0QVPY@gproNOG,0YAUF@NOG,177UB@proNOG	NA|NA|NA	M	glycosyl transferase family 2
GC00001894_r1_1	1002339.HMPREF9373_0009	1.3e-137	494.6					bactNOG[38]	08UN2@bactNOG,0QVPY@gproNOG,0YAUF@NOG,177UB@proNOG	NA|NA|NA	M	glycosyl transferase family 2
GC00001895_1	335284.Pcryo_0403	3.4e-114	416.4					bactNOG[38]	08S2Z@bactNOG,0QQHI@gproNOG,11VBR@NOG,178P9@proNOG	NA|NA|NA	K	GntR Family Transcriptional Regulator
GC00001895_2	259536.Psyc_1149	1.1e-106	391.3	MATR				bactNOG[38]	05G6M@bactNOG,0QW6P@gproNOG,17C7X@proNOG,COG1802@NOG	NA|NA|NA	K	GntR Family Transcriptional Regulator
GC00001895_3	575586.HMPREF0016_02679	4.2e-93	346.3			K07485		bactNOG[38]	080V8@bactNOG,COG1802@NOG	NA|NA|NA	K	GntR Family Transcriptional Regulator
GC00001895_4	566461.SSFG_07004	3.5e-25	120.6					bactNOG[38]	00NEC@actNOG,082G2@bactNOG,COG1802@NOG	NA|NA|NA	K	GntR Family Transcriptional Regulator
